title,ref,abstract,tmp,type,date,country,checked
Role of continuous subcutaneous insulin infusion in patients with recalcitrant diabetes in South India.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19905890/),"
We aimed to assess the effect of continuous subcutaneous insulin infusion (CSII) therapy in patients with ""recalcitrant diabetes"" whose glycemia had not been controlled adequately with multiple daily injections of insulin or insulin plus oral hypoglycemic agents.
We retrospectively analyzed the medical records of patients with diabetes who were initiated on insulin pump therapy at our center in India between 2002 and 2007. Data analysis included fasting and postprandial blood glucose and glycated hemoglobin (HbA1c) values, insulin requirement, body weight, and the occurrence of hypoglycemia and diabetic ketoacidosis.
We studied 33 patients with diabetes (type 1 [n = 17] and type 2 [n = 16]) who were on CSII therapy for a mean duration of 3.4 years. A statistically significant reduction in HbA1c was found after initiating CSII (prepump 10.7% vs. postpump 8.3%, P < 0.001). The reduction was greater in type 1 patients (10.6 +/- 2.1 vs. 8.0 +/- 1.6%) than in type 2 patients (11.0 +/- 2.1 vs. 8.8 +/- 1.4%). There was a reduction in frequency of severe hypoglycemia after starting the CSII pump, and there were no instances of diabetic ketoacidosis.
Although HbA1c levels did not reach optimal targets, our data indicate that CSII is an effective therapy for patients with diabetes having recalcitrant diabetes who can afford this treatment and whose glycemia is poorly controlled with conventional therapies.
",Double click,ObservationalStudy,,United States,Not done
Insulin pump therapy management in very young children with type 1 diabetes using continuous subcutaneous insulin infusion.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19905886/),"
Compared to older children and adolescents very young patients with type 1 diabetes represent a unique population. We analyzed the age-dependent characteristics and parameters of continuous subcutaneous insulin infusion (CSII) in children under 6 years of age with type 1 diabetes.
We evaluated metabolic control and pump-dependent characteristics in 46 children with type 1 diabetes after 0.89 +/- 0.62 years of CSII.
Metabolic control significantly improved after CSII initiation (glycosylated hemoglobin, 8.12 +/- 1.24% vs. 7.30 +/- 0.67%; P < 0.05), without increased risk for diabetic ketoacidosis or hypoglycemia. Interestingly, very young patients required bigger boluses than expected, especially in the morning and at the afternoon snack.
These data support the need to personalize pump-dependent characteristics, especially in very young children with type 1 diabetes, in order to optimize CSII therapy in this unique age group of patients.
",Double click,ObservationalStudy,,United States,Not done
Use of continuous subcutaneous insulin infusion (insulin pump) therapy in the hospital: a review of one institution's experience.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19885284/),"
This article reviews the performance of our hospital's inpatient insulin pump policy.
Twenty-five hospital admissions of 21 unique patients receiving outpatient insulin pump therapy were reviewed.
Between November 1, 2005, and November 30, 2006, there were 25 hospital admissions involving 21 patients receiving outpatient insulin pump therapy. The average age and duration of diabetes among these 21 patients was 50 and 29 years, respectively; 67% were women, 90% had type 1 diabetes, and all were white. The mean length of hospital stay was 4 days, and the average reported length of insulin pump therapy was 4 years. Patients in 16 of the admissions were identified as candidates for continued use of the insulin pump during the hospital stay. Over 90% of patients remaining on the insulin pump had documentation by nursing of the presence of the pump at the time of admission; 100% of the patients had an admission glucose recorded; 88% had a record of signed patient consent; 81% had evidence of completed preprinted insulin pump orders; 75% received a required endocrine consultation; and 75% of cases had documentation of completed bedside flow sheet. A high frequency of both hypoglycemic and hyperglycemic events occurred in the patients; however, no adverse events were related directly to the insulin pump.
Insulin pump therapy can be safely continued in the hospital setting. While staff compliance with required procedures was high, there was still room for improvement. More data are needed, however, on whether this method of insulin delivery is effective for controlling hyperglycemia in hospitalized patients.
",Double click,ObservationalStudy,,United States,Not done
Preventing hypoglycemia using predictive alarm algorithms and insulin pump suspension.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19848575/),"
Nocturnal hypoglycemia is a significant problem. From 50% to 75% of hypoglycemia seizures occur at night. Despite the development of real-time glucose sensors (real-time continuous glucose monitor [CGM]) with hypoglycemic alarms, many patients sleep through these alarms. The goal of this pilot study was to assess the feasibility using a real-time CGM to discontinue insulin pump therapy when hypoglycemia was predicted.
Twenty-two subjects with type 1 diabetes had two daytime admissions to a clinical research center. On the first admission their basal insulin was increased until their blood glucose level was <60 mg/dL. On the second admission hypoglycemic prediction algorithms were tested to determine if hypoglycemia was prevented by a 90-min pump shutoff and to determine if the pump shutoff resulted in rebound hyperglycemia.
Using a statistical prediction algorithm with an 80 mg/dL threshold and a 30-min projection horizon, hypoglycemia was prevented 60% of the time. Using a linear prediction algorithm with an 80 mg/dL threshold and a 45-min prediction horizon, hypoglycemia was prevented 80% of the time. There was no rebound hyperglycemia following pump suspension.
Further development of algorithms is needed to prevent all episodes of hypoglycemia from occurring.
",Double click,ObservationalStudy,,United States,Not done
Patterns of youths' glycemic control with insulin pump therapy.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19785303/),"
Youths with type 1 diabetes mellitus may decide to use insulin pump therapy. Limited information describes youths' glycemic control with insulin pump therapy. A repeated-measures design guided data collection at five points from one month before insulin pump therapy through 12 months with insulin pump therapy. The research question was, ""How do youths' hemoglobin A(1c) (HbA(1c)) values change with insulin pump therapy?"" Glycemic control target was 7.6% HbA(1c) value. Thirty youths (9 to 18 years old) had at least 4 HbA(1c) values. Nineteen youths who achieved glycemic control had three different patterns during 12 months of insulin pump therapy. Eleven youths who did not achieve glycemic control had two different patterns. Multiple factors can influence a youth's glycemic control. Uncontrolled blood glucose levels increase the individual's risk for developing type 1 diabetes complications. Youths and health care providers need to work as a team to identify factors affecting the youth's glycemic control and discuss changes.
",Double click,ObservationalStudy,,United States,Not done
Reduction of glycosylated hemoglobin following 6 months of continuous subcutaneous insulin infusion in an Indian population with type 2 diabetes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19698065/),"
The standard treatment regimen for insulin-dependent type 2 diabetes is multiple daily injections (MDI) of insulin, but continuous subcutaneous insulin infusion (CSII) with an insulin pump offers more flexibility and the possibility of a reduced total daily insulin dose. Few studies have investigated CSII for type 2 diabetes, and none has focused on an Asian Indian population.
Subjects with type 2 diabetes who were previously using MDI were switched to CSII. Glycosylated hemoglobin (HbA1c), body weight, and total daily insulin dose were recorded at baseline (MDI) and after 6 months of CSII. Subjects were also asked to rate their satisfaction with CSII and the treatment's interference in their daily activities after 6 months.
A total of 46 subjects received CSII. Mean HbA1c was reduced by 0.5% after 6 months. This outcome was statistically significant (P < 0.0063; 95% confidence interval, 0.161-0.921%). There was no statistically significant change in body weight or total insulin daily dose. Subjects reported high satisfaction with CSII and low interference with daily activities.
Six months of CSII in Asian Indian subjects with type 2 diabetes resulted in a statistically and clinically significant change in HbA1c.
",Double click,ObservationalStudy,,United States,Not done
Continuous subcutaneous insulin infusion versus multiple daily injections.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19561778/),"
Continuous Subcutaneous Insulin Infusion (CSII) and Multiple Daily insulin Injections (MDI) are both strategies aiming to achieve a tight glycemic and metabolic control. However, the choice between them remains controversial. The aim of the present study was to compare the efficacy of MDI (three or more injections daily) with CSII on glycemic control in patients with Type 1 Diabetes Mellitus and assess satisfaction from treatment in the CSII group.
Seventeen patients with Type 1 Diabetes Mellitus on CSII (previously on MDI) and 17 patients on MDI, matched for age, gender, BMI and duration of diabetes, were retrospectively studied. Glucosylated Hemoglobin A1c (HbA1c), frequency of hypoglycaemias (assessed as self reported episodes), BMI and total units of insulin per day were evaluated at baseline and after 6 months in both groups. CSII group completed a questionnaire concerning motive for treatment selection, advantages, deficiencies and inconvenience at the end of the study. Satisfaction from treatment was assessed with a scale from 0 to10.
CSII group had more hypoglycaemic episodes at baseline than MDI group (16.2+/-2.8 vs 2.8+/-1.3, p<0,001). HbA1c (8.4+/-0.5 before vs 7.3+/-0.4 after, p<0.05) and total hypoglycaemic episodes per month (16.2+/-2.8 before vs 8.7+/-2.3 after, p<0.05) significantly decreased in CSII group 6 months after baseline. On the contrary, total hypoglycaemic episodes per month were increased in MDI group (2.8+/-1.3 before vs 10.8 +/-2,6 after, p<0.05) in order to maintain HbA1c levels. No significant differences were observed in BMI in both groups. Total insulin demands were reduced in the CSII group (49.4+/-3.3 before vs 39.0+/-4.6 after, p<0.05) and remained unchanged in MDI group. None of the patients discontinued CSII therapy, while overall satisfaction rate in this group was high. The main motive for CSII selection was frequent hypoglycaemic episodes and glucose fluctuations (10/17). The majority of patients expressed their wish for incorporating glucose trend indicator and/or continuous glucose measurement into pump and reducing pump size (15/17). Most commonly stated advantage was improved flexibility, followed by greater freedom and decreased sense of physical restrictions (10/17). Inconvenience mainly derived from alarm malfunction and catheter or needle occlusion and was reported from a minority of patients (4/17).
CSII group reported more hypoglycaemias than MDI group at baseline but 6 months later had significantly less hypoglycaemic events, while on the contrary, MDI group 6 months after baseline had more frequent and more severe hypoglycaemias. Although baseline hypoglycaemias are not equal between the two groups, we can assume that CSII group achieved less hypoglycaemic events along with significant reduction in HbA1c while utilising less insulin units.
",Double click,ObservationalStudy,,Greece,Not done
"Effect of a local heating device on insulin and glucose pharmacokinetic profiles in an open-label, randomized, two-period, one-way crossover study in patients with type 1 diabetes using continuous subcutaneous insulin infusion.",[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19539098/),"
Reducing postprandial hyperglycemia and hypoglycemia is a major challenge in the treatment of patients with diabetes. Studies suggest that heating the insulin injection site may accelerate insulin absorption. InsuPatch (InsuLine Medical Ltd., Petach-Tikva, Israel) is a device intended to accelerate subcutaneous insulin delivery using an insulin pump by locally warming the infusion site.
The aim of this study was to assess the effect of the InsuPatch device on the pharmacokinetics of short-acting insulin analogues and on postprandial glycemia.
This was an open-label, randomized, 2-period, 1-way crossover study using a meal tolerance test (MTT) protocol in subjects with type 1 diabetes mellitus aged 18 to 65 years with glycosylated hemoglobin (HbA(1c)) of 6% to 12%, who were using continuous subcutaneous insulin infusion (CSII) therapy (insulin lispro or aspart). A bolus of insulin 0.15 U/kg was delivered immediately before a standardized liquid meal. The effect of the device on insulin absorption and postprandial glucose excursions was tested by measuring blood glucose and insulin concentration profiles with and without the operation of the device. Adverse events (AEs) were monitored during the 2 study visits. The infusion site was visually inspected at the end of each study. All AEs were recorded in the case-report form.
The MTT protocol was performed in 17 white patients with type 1 diabetes (sex, male/female, 7/10; mean age, 31.8 years [range, 18-53 years]; mean body mass index, 25.6 kg/m(2) [range, 20.0-39.4 kg/m(2)]; and mean HbA(1c), 7.1% [range, 5.8%-9.3%]). The mean (SD) postprandial glucose excursion AUC at 120 minutes after the meal was significantly reduced in the group that used the device compared with the group that did not (104 [65] vs 155 [56] mg/dL/h; P < 0.005). Plasma insulin was measured randomly in 9 of the 17 subjects. Use of the device was associated with significant reductions in mean (SD) T(max) (45 [28] vs 78 [35] minutes) and time to half-maximum concentration (T(50%max)) (20 [11] vs 28 [10] minutes; both, P < 0.05). Insulin AUC increased significantly in the group that used the device compared with the group that did not at 30 (21 [6] vs 33 [16] mU/L/h), 60 (55 [12] vs 80 [28] mU/L/h), and 90 (93 [19] vs 118 [31] mU/L/h) minutes after administration (all, P < 0.05). Cmax also increased significantly (118 [35] vs 86 [16] mU/L [38%]; P < 0.05).
In this pilot study, use of the InsuPatch was associated with significant decreases in T(max) and T(50%max) and increases in insulin AUC and C(max) of subcutaneous infused rapid-acting insulin analogues, resulting in a lower postprandial glucose excursion in these patients with type 1 diabetes mellitus treated with CSII.
",Double click,RCT,,United States,Not done
[Insulin pump therapy in children and teenagers].,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19500513/),"
The number of insulin pump users registered in the Danish paediatric diabetes clinics shows an increase of approximately 500% from 2002 to 2006. The current evidence for improved insulin treatment by insulin pump therapy is mainly based on retrospective follow-up studies. Well-organised, longer and prospectively designed RCTs - especially focussing on possible differences in the resources used by health care professionals - are warranted to provide sufficient evidence for any improved benefits of insulin pump therapy in children and adolescents with diabetes.
",Double click,ObservationalStudy,,Denmark,Not done
Patient outcomes after implementation of a protocol for inpatient insulin pump therapy.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19491071/),"
To determine the safety and the results of use of an inpatient insulin pump protocol (IIPP).
In this quality improvement initiative, review of medical records of bedside capillary blood glucose (CBG) levels and pump-related adverse events was performed on 50 consecutive inpatients admitted to the hospital with continuous subcutaneous insulin infusion (CSII) after implementation of our IIPP. Patients were categorized in 3 groups on the basis of evidence in the medical records for IIPP in combination with inpatient diabetes service consultation (group 1; n = 34), for IIPP alone (group 2; n = 12), or for usual care (group 3; n = 4). Patients identified during hospital admission as using CSII therapy were invited to complete a satisfaction questionnaire for inpatient CSII use.
Mean CBG levels were similar among the 3 groups (groups 1, 2, and 3: 173 +/- 43 mg/dL versus 187 +/- 62 mg/dL versus 218 +/- 46 mg/dL, respectively). Although there were more patient-days with blood glucose >300 mg/dL in group 3 (P = .02), there were no significant group differences in the frequency of hypoglycemia (CBG <70 mg/dL). Only 1 pump malfunction and 1 infusion site problem were reported among all study patients. No serious adverse events related to CSII therapy occurred. The majority of patients (86%) reported satisfaction with their ability to continue CSII use in the hospital.
Patients using CSII as outpatients are candidates for inpatient diabetes self-management. Inexperience with these devices on the part of hospital personnel together with the limited studies of patient experience with CSII in the hospital contributes to inconsistencies in management of these patients. An IIPP provides a standardized and safe approach to the use of CSII in the hospital.
",Double click,ObservationalStudy,,United States,Not done
[Insulin pump for treatment of children and adolescents with diabetes].,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19488090/),"
The goals for metabolic control of children and adolescents with diabetes are stricter than previously. The purpose of the study was to compare two ways of administering insulin; i.e. multi-injection and continuous subcutaneous infusion, with respect to metabolic control and patient satisfaction.
The study material consisted of all patients with type I diabetes, treated at the paediatric outpatient clinic, Innlandet Hospital Trust (Lillehammer), Norway in the period 1995 - 2004 (i.e. 5 years before and 5 years after insulin pumps became available). Patient information was retrieved from medical records and the Norwegian benchmarking study on paediatric diabetes (a national monitoring programme for children and adolescents with diabetes). Measures of disease control were glycosylated hemoglobin (HbA1c), incidence of ketoacidosis and severe hypoglycemia, and patient satisfaction in terms of patient preference.
80 patients were included in the study. Mean HbA1c was unchanged during the first 5-year period, but gradually decreased from 9.1 (SD 1.6 ) to 8.3 (SD 0.9) as the proportion of patients on continuous infusion increased. Mean HbA1c tended to be lower for pump users, but there was no change in the frequency of ketoacidosis or hospitalization due to hypoglycemia. 76 % of patients used an insulin pump at the end of the study. One patient reverted to multi-injections.
The study suggests that insulin pumps compare well with multi-injections with respect to safety and disease control and that most children and adolescents prefer the pumps.
",Double click,ObservationalStudy,,Norway,Not done
Effects of moderate-severe exercise on blood glucose in Type 1 diabetic adolescents treated with insulin pump or glargine insulin.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19474521/),"
Few papers focus on exercise-related blood glucose (BG) in patients on continuous sc insulin infusion (CSII) or multiple daily injections (MDI) with glargine.
The main objective was to evaluate the degree of glycemic control in Type 1 diabetes mellitus adolescents on CSII doing physical activity with pump switched on or off. These findings were also compared with a small group of patients on MDI with glargine.
Eight patients on CSII (basal rate continued or turned off in alternating sessions) and 5 on MDI joined 4 sessions of moderate-severe exercise.
Post-exercise BG significantly increased with the pump off and was unchanged/decreased with the pump on and MDI groups vs baseline. The hypoglycemia rate was not different among the 3 groups at any time. Pump on: hypoglycemias more frequent both at bedtime (p=0.031) and at awakening (p<0.001) than before dinner and at awakening than at bed-time (p=0.044). Pump off: hypoglycemias more frequent both at bed-time (p=0.010) and at awakening (p=0.031) than before dinner. MDI: no differences.
Glargine is safe and reducing the pre-lunch insulin is unnecessary. Subjects on insulin pump should not stop the basal rate. If they stop the pump, some actions are advisable: pre-exercise insulin bolus, pre-sleeping snack rich in carbohydrates, slight reduction of the overnight basal rate. On the other hand, if the basal rate is unmodified, the ingestion of sugary drinks during the exercise, the reduction of the overnight basal rate, a reduction of the pre-dinner insulin bolus and/or a pre-sleeping snack should be considered.
",Double click,ObservationalStudy,,Italy,Not done
Benefits of three-month continuous glucose monitoring for persons with diabetes using insulin pumps and sensors.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19365526/),"
The latest Paradigm 722 insulin pump, Medtronic MiniMed, USA, enables daily reading of 288 interstitial fluid glucose concentrations determined by a sensor inserted into subcutaneous tissue; the sensor signals are transmitted into the insulin pump, enabling the patient to see real-time glucose concentration on the display and adapt further treatment.
To assess the evolution of HbA1c over the course of a 3-month period in two cohorts of persons with type 1 (n=39) or type 2 (n=3) diabetes (PWD): 1) PWD on Paradigm 722 using sensors for continuous glucose monitoring (CGM group), 2) PWD on other types of insulin pumps performing intensive self-monitoring as before (3 to 6 times/d) on glucometer Linus, Wellion, Agamatrix (control group).
Compliant PWDs using insulin pump with insulin aspart for several previous months were included in the study. Seventeen were put on Paradigm 722 with CGM and 25 were included in the control group. Paired t-test and the statistical program SPSS v.15.0 were used to analyze the data.
There was no significant difference in age between the two groups (P=0.996), in diabetes duration (P=0.482) or in daily insulin dose (P=0.469). In the CGM group (but not in the control group) HbA1c/IFCC dropped from 6.98+/-0.43 % to 5.98+/-0.36 % (P=0.006) within 1 month and remained reduced.
The use of the Paradigm 722 insulin pump with CGM resulted in significant improvement in HbA1c which appeared within one month and remained throughout the whole 3-month study period. No significant improvement in HbA1c was seen in the control group.
",Double click,ObservationalStudy,,Czech Republic,Not done
Insulin pump therapy: guidelines for successful outcomes.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19318690/),"
Current forms of insulin delivery used in the treatment of diabetes mellitus (diabetes) include syringes, pens, and insulin pumps. Technical advantages of insulin pump therapy, or continuous subcutaneous insulin delivery (CSII), include precise and flexible insulin dosing. In the context of intensive diabetes management, insulin pumps can facilitate improved long-term glycemic control and reduce the risk for diabetes complications, with improved lifestyle flexibility for patients and their families. Comprehensive patient education, carbohydrate counting, and frequent self-monitoring of blood glucose or continuous glucose monitoring are necessary components of successful insulin pump therapy. Technological advances have increased the appeal of pump therapy to patients and clinicians. Physically, current insulin pumps are discreet, ergonomic, and water resistant. Meanwhile, software improvements have yielded smart pumps with features that support pump users in their daily diabetes management. Robust data analysis software packages allow patients and clinicians unprecedented insight into the quality of diabetes control. Furthermore, widespread insurance reimbursement for CSII has expanded access to therapy.
As the number of pump users and potential users expands, diabetes educators face new challenges and opportunities to improve patients' lives with diabetes. This activity describes the rationale for insulin pump therapy, its potential advantages and disadvantages, and strategies regarding patient selection and education.
",Double click,ObservationalStudy,,United States,Not done
Continuous subcutaneous insulin infusion (insulin pump) therapy can be safely used in the hospital in select patients.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19211393/),"
To analyze data on inpatient insulin pump use and examine staff compliance with hospital procedures, glycemic control, and safety.
We conducted a retrospective review of charts and bedside glucose data for patients who had been receiving outpatient insulin pump therapy and were admitted to our teaching hospital between November 1, 2005, and February 8, 2008.
During the study period, there were 50 hospitalizations involving 35 patients who had been receiving outpatient insulin pump therapy. The mean age and duration of diabetes of the 35 patients was 55 years and 32 years, respectively. Sixty-six percent were women, and 91% had type 1 diabetes. Patients in 31 of the hospitalizations (62%) were deemed candidates for continued insulin pump therapy during their stay. Of the 31 hospitalizations, 80% had the presence of the pump documented at admission; 100% had an admission glucose value; 77% had documentation of signed patient consent; 81% had evidence of completed preprinted insulin pump orders; 77% received an endocrine consultation; and 68% had a completed bedside flow sheet. Patients continuing insulin pump therapy had mean bedside glucose levels similar to those whose pump therapy was discontinued (P = .11); however, the proportion of hypoglycemic events was lower among insulin pump users (P<.01) than among nonusers.
Insulin pump therapy is safe for select inpatients. Overall, staff compliance with procedures was high, although we identified areas for improvement. Continued study is needed on the effectiveness of insulin pump therapy in controlling inpatient hyperglycemia.
",Double click,ObservationalStudy,,United States,Not done
Continuous subcutaneous insulin infusion therapy: A primer on insulin pumps.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19196588/),"
To summarize the role, benefits, and risks of continuous subcutaneous insulin infusion (CSII) therapy for treating diabetes.
A literature search was conducted in Medline (1996 to July 2008) using the search terms intensive insulin therapy, insulin pump, and continuous subcutaneous insulin infusion. Reference lists from comprehensive review articles were also used to identify additional original research publications.
Review articles and studies evaluating the role, benefits, and risks of CSII.
More than 300,000 individuals use CSII to treat diabetes. Many experts believe that CSII is the best insulin delivery method for highly motivated patients with type 1 diabetes who are technologically savvy and have the means to pay for the device and infusion sets. CSII is also useful for patients with type 2 diabetes who require multiple daily injections and experience wide fluctuations in blood glucose throughout the day or who experience severe hypoglycemia. A variety of CSII systems are currently available. All CSII systems provide precise insulin delivery throughout the day and improve the accuracy of bolus dose calculations, thereby achieving improved glycemic control with less frequent and severe hypoglycemic episodes. Patients who choose CSII report improved quality of life. Potential risks associated with CSII include mechanical problems leading to diabetes ketoacidosis, infections at the infusion site, hypoglycemia, and lipodystrophy.
CSII is an attractive treatment option for many patients with diabetes. Given the widespread use of CSII, all health professionals should be familiar with the basic features of insulin pump technology, the potential risks and benefits of CSII, and how to troubleshoot common problems.
",Double click,ObservationalStudy,,United States,Not done
Adjusting the basal insulin regimen of patients with type 1 diabetes mellitus receiving insulin pump therapy during the Ramadan fast: A case series in adolescents and adults.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/24692830/),"
Ramadan, the ninth month of the Islamic lunar calendar, is the holy month of fasting for adolescent and adult Muslims. Observance of Ramadan is considered obligatory for every healthy adult Muslim. During this time, Muslims refrain from eating, drinking, smoking, and administering oral or parenteral medications from sunrise to sunset daily for 28 to 30 days.
We evaluated the need for changes in basal insulin regimen in 5 patients (4 males and 1 female; age range, 15-19 years) with type 1 diabetes mellitus (T1DM) who fasted during Ramadan. The patients were receiving insulin pump therapy with regular human insulin and maintained weekly visits with their endocrinologist at The Chronic Care Center (Beirut, Lebanon). They were instructed to break the fast after any episode of hypoglycemia (finger stick glucose <70 mg/dL) or severe hyperglycemia (finger stick glucose ≥300 mg/dL or any hyperglycemia associated with presence of urine ketone bodies on urinary dipstick). Blood glucose concentrations did not change significantly with fasting. Finger stick blood glucose taken at 4-hour intervals decreased in the afternoon (at 4 pm) and increased in the evening and morning (10 pm and 8 am, respectively) during this month in 4 of 5 patients, while no significant change in circadian rhythm of finger stick blood glucose was observed in 1 patient. Based on the investigators' findings, the basal insulin requirement decreased by 5.5% to 25.0% (4 patients) or did not change (1 patient) during the fast. Changes in regimens, based on collaboration between the endocrinologist and diabetes educational nurse, were determined by blood glucose self-monitoring done at 4-hour intervals during the fasting period, pre-Suhur (predawn breakfast), and ≥2 hours after Iftar (evening fast-breaking meal). No cases of keto-acidosis or severe hypoglycemia were reported.
These 5 adolescent and adult patients with T1DM who were using an insulin pump were able to fast during Ramadan without incidences of severe hypoglycemia or ketoacidosis by using close blood glucose self-monitoring and weekly follow-up with their endocrine team, which consisted of an endocrinologist, a registered nutritionist, and a diabetes educational nurse.
",Double click,ObservationalStudy,,United States,Not done
Patient-reported outcomes for an integrated real-time continuous glucose monitoring/insulin pump system.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19132857/),"
A 16-week, two-site study evaluated outcomes for a new device (the Paradigm 722 System, Medtronic MiniMed, Northridge, CA) that combines a ""smart"" continuous subcutaneous insulin infusion (CSII) pump with real-time (RT) continuous glucose monitoring (CGM) and CareLinktrade mark data management software (DMS).
CSII-naive adults with type 1 diabetes in suboptimal control (mean glycosylated hemoglobin [A1C] = 8.6%) were randomized to the control arm, consisting of multiple daily injections (MDI) and self-monitoring of blood glucose (SMBG), or the study arm (CSII with RT-CGM as an adjunct to SMBG). Participants (n = 28) completed the validated Insulin Delivery System Rating Questionnaire (IDSRQ) and the parallel Blood Glucose (BG) Monitoring System Rating Questionnaire (BGMSRQ) at study start and end. Participants in the study arm (n = 14) also completed newly developed User Acceptance Questionnaires (UAQs) for CSII, RT-CGM, and DMS at study end.
A1C reduction from study start to end was significant (P < 0.05) in both arms (-1.7% for study arm;-1.0% for control arm); there was no significant change in weight in either arm. The IDSRQ showed significantly (P < 0.05) greater benefit for the study arm in convenience, acceptability of BG monitoring requirements, BG control efficacy, diabetes worries, and interpersonal hassles, as well as higher overall satisfaction/preference. The BGMSRQ showed significantly (P < 0.05) greater benefit for the study arm in the BG monitoring system's ability to help manage glycemic control and less interest in changing to another BG monitoring system. The Study Arm UAQs showed positive ratings of system features.
Several patient-reported outcomes were significantly more positive in the study arm than the control arm; none was significantly more positive in the control arm. The features of the integrated RT-CGM/CSII system were frequently used and highly rated by participants, with high user satisfaction.
",Double click,ObservationalStudy,,United States,Not done
Macrosomia in well controlled CSII treated Type I diabetic pregnancy.,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19031216/),"
To survey the effect of tight glycemic control by insulin pumps, of pre-gestational Type 1 diabetic women on pregnancy outcome.
Twelve consecutive Type 1, insulin pump treated, diabetic patients followed in the high risk maternal - fetal clinic were ascertained. Data regarding glucose control was assessed and correlated with pregnancy outcome.
A total of 14 deliveries (10 singleton) were assessed. There were no miscarriages, one baby that was born with a ventricular septal defect (VSD). Glycemic control was within the acceptable guidelines. HbA1c (%) by trimesters: 6.5 +/- 0.9, 5.9 +/- 0.7, 5.8 +/- 0.6 and average glucose (mg/dL) 121.0 +/- 15.2, 114.8 +/- 13.2, 116.0 +/- 21.1. Average birth weight was 3312.1 +/- 750.2 g with five babies (35%) weighting over 4.0 kg at birth. Birth weight was significantly correlated with HbA1c at the first trimester, mean glucose at trimester 1 and 2, and maternal weight at delivery (r = 0.74, p = 0.045; r = 0.72, p = 0.051; r = 0.74, p = 0.046; r = 0.74, p = 0.04, respectively).
Our study of a limited number of patients suggest that women with pre-gestational diabetes obtaining acceptable glycemic goals with insulin pump therapy have increased risk of macrosomia. Current glycemic goals and therapies in treating pre-gestational diabetic patients therefore might not be sufficient to normalise pregnancy outcomes in of women with pre-gestational diabetes.
",Double click,ObservationalStudy,,England,Not done
[Evaluating the feature of hypoglycemia detected by continuous glucose monitoring system during temporary continuous subcutaneous insulin infusion in type 2 diabetes patients].,[Pubmed](https://pubmed.ncbi.nlm.nih.gov/19024537/),"
To use continuous glucose monitoring system (CGMS) to investigate the features of hypoglycemia in control of hyperglycemia in T2DM patients by continuous subcutaneous insulin infusion (CSII) and to study the influencing factors of hypoglycemia.
Sixty-one T2DM patients, 35 males and 26 females, age 23-88, with the disease duration of 0.5-12 years, HbA1c level of (11.1 +/- 1.6)%, and glycosylated serum protein of (32 +/- 6)%, underwent. CSII and finger blood sugar test. On the second day CGMS was used for 72 hours. Logistic regression was used to analyze the correlation among different factors.
CGMS discovered 31 hypoglycemic events in 18 patients in the early stage of CSII treatment, 20 events occurring at night, a number significantly higher than that by self-monitoring of blood sugar. The C-peptide and mean blood glucose (BMG) of the patients with hypoglycemia.were significantly lower than those of the patients without hypoglycemia, and the total cholesterol, standard deviation of blood glucose (SDBG), and insulin pump basal rate of the patients with hypoglycemia were significantly higher than those of the patients without hypoglycemia (all P < 0.05). Multiple regression indicated that MBG was negatively correlated with hypoglycemia but SDBG and basal rate were positively correlated with hypoglycemia.
(1) Hypoglycemia detected by CGMS occurs in about 1/3 of the type 2 diabetes patients at the early stage of CSII therapy. (2) In addition of MBG and insulin pump basal rate, glycemic excursion is related closely to hypoglycemia.
",Double click,MetaAnalysis,,China,Done
